,Order_ID,Product_ID,Product_Category,Product_Name,Region,City,Supplier_ID,Supplier_Lead_Time_Days,Warehouse_ID,Current_Inventory,Previous_Day_Sales,Previous_7_Days_Sales,Previous_30_Days_Sales,Average_Daily_Sales,Unit_Price,Discount_Percentage,Promotion,Holiday,Season,Weather,Competitor_Price,Stockout_Days,Delivery_Delay_Days,Transportation_Cost,Customer_Return_Rate,Demand_Quantity,Order_Year,Order_Month,Order_Day,Order_DayOfWeek
1538,ORD101538,P-BEA-003,Beauty,Talcum Powder,East,Kolkata,SUP-011,4.0,WH-EA-05,72.0,9.0,158.0,824.0,20.85,1128.57,12.9,No,No,Spring,Sunny,1176.65,0.0,0.0,189.13,0.049,15,2023,2,27,0
1539,ORD101539,P-CLO-011,Clothing,Track Pants,West,Surat,SUP-028,14.0,WH-WE-05,208.0,24.0,258.0,1162.0,33.91,1507.48,28.0,Yes,No,Autumn,Sunny,1591.03,0.0,2.0,521.55,0.01,46,2024,10,20,6
1540,ORD101540,P-BEA-010,Beauty,Hair Oil 250ml,West,Pune,SUP-009,2.0,WH-WE-02,465.0,,212.0,1115.0,32.9,479.28,2.7,No,No,Autumn,Sunny,425.64,0.0,1.0,377.4,0.104,27,2024,9,11,2
1541,ORD101541,P-GRO-015,Grocery,Wheat Flour 5kg,South,Bengaluru,SUP-004,7.0,WH-SO-01,74.0,23.0,158.0,608.0,25.46,164.69,8.5,No,No,Winter,Cloudy,164.09,0.0,1.0,302.57,0.102,20,2021,1,21,3
1542,ORD101542,P-GRO-008,Grocery,Tea Powder 500g,Central,Raipur,SUP-011,6.0,WH-CE-01,157.0,26.0,240.0,865.0,29.2,338.27,21.3,No,No,Autumn,Stormy,326.96,0.0,0.0,187.84,0.051,23,2023,11,27,0
1543,ORD101543,P-ELE-001,Electronics,Smartwatch,East,Patna,SUP-040,5.0,WH-EA-02,41.0,12.0,84.0,269.0,11.35,50145.94,4.2,Yes,No,Summer,Cloudy,14648.63,0.0,3.0,336.58,0.272,8,2024,5,27,0
1544,ORD101544,P-CLO-014,Clothing,Cotton Saree,South,Bengaluru,SUP-006,12.0,WH-SO-04,305.0,30.0,157.0,659.0,20.96,2176.54,5.5,Yes,No,Autumn,Sunny,2104.08,0.0,2.0,387.89,0.015,36,2024,10,8,1
1545,ORD101545,P-GRO-011,Grocery,Masala Mix 200g,West,Ahmedabad,SUP-006,12.0,WH-WE-05,103.0,34.0,253.0,,30.5,518.05,8.6,Yes,No,Spring,Sunny,570.9,0.0,1.0,269.77,0.184,28,2024,3,16,5
1546,ORD101546,P-GRO-013,Grocery,Sugar 1kg,North,Kanpur,SUP-017,6.0,WH-NO-03,537.0,15.0,308.0,1313.0,38.11,508.12,2.6,No,No,Summer,Cloudy,505.35,0.0,2.0,401.21,0.113,28,2021,5,1,5
1547,ORD101547,P-BEA-002,Beauty,Herbal Shampoo 200ml,East,Bhubaneswar,SUP-016,5.0,WH-EA-05,563.0,38.0,274.0,930.0,34.64,1014.0,21.8,No,No,Winter,Cloudy,1094.03,0.0,1.0,,0.089,43,2024,1,14,6
1548,ORD101548,P-GRO-007,Grocery,Sunflower Oil 1L,West,Surat,SUP-037,3.0,WH-WE-05,265.0,15.0,175.0,1074.0,34.19,414.11,5.6,No,No,Summer,Rainy,382.57,0.0,0.0,209.66,0.025,22,2024,5,18,5
1549,ORD101549,P-GRO-007,Grocery,Tea Powder 500g,South,Bengaluru,SUP-010,7.0,WH-SO-04,688.0,23.0,189.0,892.0,29.63,497.4,12.5,No,No,Spring,Cloudy,486.23,0.0,0.0,333.47,0.023,33,2023,2,6,0
1550,ORD101550,P-ELE-005,Electronics,Power Bank 10000mAh,West,Mumbai,SUP-017,10.0,WH-WE-01,243.0,15.0,55.0,299.0,9.99,10788.32,1.6,No,No,Winter,Sunny,10257.79,0.0,0.0,389.55,0.081,10,2021,1,31,6
1551,ORD101551,P-CLO-013,Clothing,Woolen Sweater,South,Chennai,SUP-012,10.0,WH-SO-05,433.0,7.0,155.0,599.0,18.52,868.98,13.8,No,No,Autumn,Stormy,896.35,0.0,0.0,444.58,0.091,18,2021,10,6,2
1552,ORD101552,P-GRO-003,Grocery,Tea Powder 500g,West,Surat,SUP-010,10.0,WH-WE-05,8898.0,87.0,368.0,1751.0,55.66,478.75,4.3,No,No,Winter,Sunny,433.37,0.0,3.0,488.37,0.026,52,2022,2,6,6
1553,ORD101553,P-GRO-002,Grocery,Tea Powder 500g,North,Kanpur,SUP-013,7.0,WH-NO-03,170.0,40.0,218.0,1152.0,,580.01,32.6,No,No,Summer,Cloudy,500.72,0.0,1.0,282.91,,17,2024,6,14,4
1554,ORD101554,P-GRO-004,Grocery,Instant Noodles Pack,North,Delhi,SUP-011,15.0,WH-NO-03,426.0,45.0,308.0,1332.0,42.13,410.71,6.4,Yes,No,Summer,Sunny,390.15,0.0,4.0,629.7,0.092,63,2021,7,3,5
1555,ORD101555,P-BEA-015,Beauty,Talcum Powder,South,Hyderabad,SUP-029,16.0,WH-SO-04,352.0,24.0,319.0,1301.0,41.82,415.81,19.8,No,No,Winter,Sunny,434.48,0.0,2.0,459.7,0.093,44,2023,12,24,6
1556,ORD101556,P-SPO-002,Sports,Cricket Bat,West,Pune,SUP-032,12.0,WH-WE-03,81.0,12.0,90.0,333.0,11.98,1143.18,6.9,No,No,Autumn,Sunny,1069.13,0.0,0.0,400.87,0.078,9,2021,9,19,6
1557,ORD101557,P-CLO-009,Clothing,Denim Jeans,North,Jaipur,SUP-008,8.0,WH-NO-02,2420.0,21.0,180.0,748.0,25.72,1962.62,18.4,No,No,Summer,Cloudy,2004.32,0.0,0.0,419.29,0.082,25,2024,5,1,2
1558,ORD101558,P-FUR-003,Furniture,Wooden Bookshelf,West,Pune,SUP-020,12.0,WH-WE-04,181.0,6.0,68.0,223.0,8.29,8608.54,14.6,Yes,No,Winter,Sunny,8162.74,0.0,1.0,,0.091,11,2021,1,17,6
1559,ORD101559,P-SPO-006,Sports,Gym Dumbbells 5kg,North,,SUP-011,5.0,WH-NO-04,235.0,10.0,70.0,309.0,10.62,2195.6,2.3,No,No,Winter,Rainy,1887.72,0.0,0.0,318.6,0.051,8,2021,12,11,5
1560,ORD101560,P-SPO-009,Sports,Yoga Mat,South,Kochi,SUP-035,11.0,WH-SO-01,157.0,33.0,106.0,613.0,19.55,4420.34,5.2,Yes,No,Summer,Sunny,4721.61,0.0,2.0,355.11,0.076,27,2021,5,29,5
1561,ORD101561,P-FUR-001,Furniture,Wooden Bookshelf,South,Hyderabad,SUP-005,13.0,WH-SO-04,42.0,5.0,28.0,109.0,4.25,4736.79,4.4,No,No,Summer,Sunny,4982.86,0.0,0.0,476.09,0.114,3,2023,3,21,1
1562,ORD101562,P-SPO-004,Sports,Cricket Bat,North,Jaipur,SUP-017,10.0,WH-NO-01,209.0,9.0,66.0,326.0,10.07,2079.21,6.7,No,No,Winter,Cloudy,2072.59,2.0,1.0,229.14,0.18,12,2024,2,16,4
1563,ORD101563,P-SPO-009,Sports,Cricket Bat,Central,Gwalior,SUP-014,7.0,WH-CE-03,172.0,9.0,66.0,254.0,8.68,2173.25,10.0,No,No,Summer,Sunny,2180.71,0.0,0.0,409.59,0.121,6,2022,8,31,2
1564,ORD101564,P-BEA-001,Beauty,Lipstick Set,South,Hyderabad,SUP-015,8.0,WH-SO-01,510.0,19.0,181.0,673.0,22.76,382.71,13.5,Yes,No,Winter,Sunny,376.36,0.0,1.0,485.35,0.107,31,2023,2,19,6
1565,ORD101565,P-CLO-008,Clothing,Woolen Sweater,West,Pune,SUP-038,8.0,WH-WE-05,101.0,24.0,123.0,597.0,19.93,2188.0,19.1,No,No,Summer,Sunny,2007.26,0.0,1.0,342.96,0.012,15,2023,7,24,0
1566,ORD101566,P-ELE-010,Electronics,LED TV 43in,East,Ranchi,SUP-022,3.0,WH-EA-04,37.0,5.0,35.0,229.0,7.5,2397.93,26.7,Yes,Yes,Autumn,Cloudy,2648.47,0.0,4.0,,0.007,10,2022,10,27,3
1567,ORD101567,P-ELE-004,Electronics,Smartphone Charger,East,Patna,SUP-016,5.0,WH-EA-03,190.0,12.0,86.0,216.0,9.55,14359.68,12.0,No,No,Winter,Sunny,14244.1,0.0,0.0,267.0,0.03,13,2024,1,5,4
1568,ORD101568,P-CLO-003,Clothing,Denim Jeans,East,Ranchi,SUP-033,8.0,WH-EA-03,295.0,8.0,113.0,466.0,15.68,963.58,17.1,No,No,Spring,Cloudy,991.46,0.0,1.0,430.53,0.113,12,2022,2,19,5
1569,ORD101569,P-CLO-008,Clothing,Woolen Sweater,West,Nagpur,SUP-032,7.0,WH-WE-04,508.0,21.0,115.0,665.0,23.84,692.37,7.3,No,No,Autumn,Cloudy,664.74,0.0,0.0,210.97,0.015,25,2021,9,11,5
1570,ORD101570,P-GRO-011,Grocery,Sugar 1kg,West,Ahmedabad,SUP-006,5.0,WH-WE-01,1250.0,69.0,277.0,1533.0,52.46,378.85,15.4,,No,Autumn,Rainy,392.27,0.0,0.0,262.65,0.136,86,2021,10,1,4
1571,ORD101571,P-CLO-001,Clothing,Cotton Saree,East,Ranchi,SUP-019,12.0,WH-EA-03,,,189.0,,26.08,2197.96,16.8,No,No,Autumn,Sunny,2399.32,0.0,1.0,440.82,0.081,42,2021,9,12,6
1572,ORD101572,P-CLO-006,Clothing,Women's Kurti,East,Guwahati,SUP-017,12.0,WH-EA-04,230.0,5.0,108.0,477.0,16.72,1299.4,11.2,No,No,Winter,Rainy,1316.72,0.0,2.0,556.12,0.176,14,2021,2,25,3
1573,ORD101573,P-BEA-015,Beauty,Talcum Powder,East,Guwahati,SUP-018,4.0,WH-EA-02,384.0,,148.0,494.0,17.83,305.8,15.4,No,No,Summer,Sunny,314.62,0.0,0.0,201.05,0.062,23,2021,3,5,4
1574,ORD101574,P-ELE-006,Electronics,Smartphone Charger,South,Bengaluru,SUP-014,6.0,WH-SO-03,126.0,11.0,69.0,333.0,10.75,11673.2,9.7,Yes,No,Spring,Cloudy,12493.13,0.0,1.0,365.87,0.03,15,2021,3,19,4
1575,ORD101575,P-GRO-005,Grocery,Masala Mix 200g,East,Kolkata,SUP-033,6.0,WH-EA-02,1032.0,313.0,328.0,1255.0,47.42,548.12,3.5,No,No,Autumn,Sunny,579.14,,1.0,346.46,0.08,57,2021,8,18,2
1576,ORD101576,P-BEA-012,Beauty,Talcum Powder,South,Bengaluru,SUP-040,6.0,WH-SO-01,500.0,21.0,165.0,870.0,25.92,168.93,8.2,No,No,Summer,Cloudy,183.04,0.0,3.0,471.07,0.09,34,2023,7,16,6
1577,ORD101577,P-BEA-008,Beauty,Sunscreen Lotion,West,Mumbai,SUP-002,16.0,WH-WE-05,450.0,29.0,203.0,1061.0,29.61,556.9,8.5,No,No,Winter,Sunny,571.2,0.0,2.0,576.93,0.063,41,2021,12,17,4
1578,ORD101578,P-SPO-006,Sports,Skipping Rope,Central,Jabalpur,SUP-035,8.0,WH-CE-03,113.0,10.0,72.0,263.0,10.16,867.63,12.7,No,No,Summer,Sunny,889.86,0.0,1.0,322.15,0.074,13,2023,5,5,4
1579,ORD101579,P-SPO-012,Sports,Cycling Helmet,Central,Bhopal,SUP-035,8.0,WH-CE-02,199.0,9.0,77.0,293.0,9.18,4946.9,7.7,No,No,Summer,Sunny,5041.63,0.0,0.0,504.61,0.15,11,2021,4,16,4
1580,ORD101580,P-SPO-001,Sports,Gym Dumbbells 5kg,West,Mumbai,SUP-015,6.0,WH-WE-02,1826.0,12.0,91.0,431.0,12.5,982.66,24.7,Yes,No,Spring,Sunny,1050.64,0.0,0.0,381.25,0.052,21,2024,3,15,4
1581,ORD101581,P-GRO-011,Grocery,Instant Noodles Pack,East,Ranchi,SUP-020,6.0,WH-EA-04,523.0,193.0,230.0,,32.41,248.85,14.6,Yes,No,Summer,Sunny,240.25,0.0,0.0,224.66,0.062,35,2022,6,4,5
1582,ORD101582,P-GRO-006,Grocery,Tea Powder 500g,West,Pune,SUP-005,18.0,WH-WE-01,822.0,77.0,406.0,1475.0,52.24,321.09,32.6,No,No,Autumn,Cloudy,334.72,0.0,1.0,467.62,0.078,81,2022,10,7,4
1583,ORD101583,P-GRO-014,Grocery,Tea Powder 500g,North,Kanpur,SUP-015,30.0,WH-NO-03,322.0,46.0,417.0,1405.0,49.85,522.52,17.9,No,No,Autumn,Sunny,618.56,1.0,3.0,815.23,0.053,58,2023,9,14,3
1584,ORD101584,P-FUR-011,Furniture,Wooden Bookshelf,South,Kochi,SUP-010,15.0,WH-SO-02,72.0,7.0,28.0,170.0,5.03,16240.01,6.2,No,No,Winter,Cloudy,,0.0,1.0,436.41,0.171,8,2024,12,28,5
1585,ORD101585,P-SPO-015,Sports,Running Shoes,South,Hyderabad,SUP-037,11.0,WH-SO-05,91.0,13.0,85.0,456.0,13.41,1890.05,3.4,Yes,No,Spring,Sunny,1709.04,0.0,1.0,397.01,0.076,9,2024,3,4,0
1586,ORD101586,P-GRO-002,Grocery,Wheat Flour 5kg,North,Kanpur,SUP-005,22.0,WH-NO-04,231.0,26.0,,987.0,33.79,588.43,7.7,No,No,Autumn,Sunny,574.77,0.0,1.0,673.68,0.021,26,2022,8,10,2
1587,ORD101587,P-CLO-003,Clothing,Women's Kurti,Central,Jabalpur,SUP-014,6.0,WH-CE-04,178.0,14.0,105.0,521.0,15.07,950.55,14.0,No,No,Summer,Sunny,997.76,1.0,0.0,359.01,,15,2022,5,21,5
1588,ORD101588,P-GRO-014,Grocery,Wheat Flour 5kg,West,Mumbai,SUP-020,6.0,WH-WE-01,1259.0,26.0,347.0,1440.0,54.57,281.7,9.8,No,Yes,Summer,Cloudy,,0.0,6.0,509.67,0.068,42,2022,5,10,1
1589,ORD101589,P-ELE-006,Electronics,Wireless Earbuds,East,Kolkata,SUP-040,10.0,WH-EA-01,138.0,6.0,48.0,303.0,9.61,,5.1,No,No,Summer,Cloudy,10378.94,0.0,1.0,376.78,0.163,11,2021,5,3,0
1590,ORD101590,P-ELE-013,Electronics,Home Router,South,Chennai,SUP-033,9.0,WH-SO-03,148.0,7.0,60.0,244.0,8.92,8631.15,16.0,No,No,Summer,Rainy,7678.78,0.0,0.0,212.32,0.058,10,2022,5,9,0
1591,ORD101591,P-ELE-011,Electronics,LED TV 43in,West,Ahmedabad,SUP-038,10.0,WH-WE-02,175.0,12.0,87.0,360.0,11.82,6388.17,3.3,No,No,Winter,Sunny,6281.72,1.0,1.0,417.57,0.098,17,2024,1,15,0
1592,ORD101592,P-SPO-008,Sports,Skipping Rope,South,Coimbatore,SUP-013,12.0,WH-SO-04,96.0,15.0,86.0,293.0,10.11,4744.99,19.4,Yes,No,Spring,Cloudy,5356.79,0.0,0.0,252.0,0.152,15,2022,2,8,1
1593,ORD101593,P-GRO-001,Grocery,Toor Dal 1kg,West,Mumbai,SUP-011,6.0,WH-WE-04,228.0,30.0,234.0,895.0,33.34,374.39,7.3,No,No,Autumn,Cloudy,358.48,0.0,0.0,228.04,0.101,37,2022,7,26,1
1594,ORD101594,P-BEA-002,Beauty,Moisturizer Cream,Central,Bhopal,SUP-023,7.0,WH-CE-02,440.0,13.0,129.0,570.0,18.4,884.76,7.5,No,No,Summer,Rainy,946.75,0.0,1.0,272.75,0.072,30,2021,4,12,0
1595,ORD101595,P-FUR-011,Furniture,Office Chair,South,Chennai,SUP-014,3.0,WH-SO-01,164.0,18.0,90.0,384.0,14.57,17135.12,29.1,No,No,Winter,Cloudy,16752.6,0.0,1.0,347.18,0.121,17,2022,1,3,0
1596,ORD101596,P-ELE-002,Electronics,Power Bank 10000mAh,South,Chennai,SUP-001,7.0,WH-SO-02,109.0,8.0,53.0,244.0,7.59,2360.55,3.5,No,No,Summer,Sunny,2287.42,0.0,1.0,365.43,0.196,8,2021,4,11,6
1597,ORD101597,P-ELE-001,Electronics,Smartwatch,South,Kochi,SUP-033,16.0,WH-SO-03,105.0,14.0,65.0,324.0,10.06,9601.06,10.7,Yes,No,Autumn,Stormy,9998.12,0.0,,556.49,0.105,13,2022,11,19,5
1598,ORD101598,P-BEA-004,Beauty,Lipstick Set,North,Lucknow,SUP-004,3.0,WH-NO-02,374.0,33.0,194.0,776.0,25.58,655.88,9.9,No,No,Spring,Sunny,575.41,0.0,1.0,201.52,0.107,22,2022,3,10,3
1599,ORD101599,P-GRO-014,Grocery,Sugar 1kg,South,Kochi,SUP-008,8.0,WH-SO-02,1006.0,50.0,319.0,1242.0,42.69,510.75,9.4,No,No,Autumn,Stormy,578.96,0.0,3.0,517.96,0.099,39,2024,11,17,6
1600,ORD101600,P-SPO-010,Sports,Skipping Rope,North,Delhi,SUP-038,13.0,WH-NO-02,,13.0,97.0,366.0,11.39,2438.15,23.6,No,No,Summer,,,0.0,0.0,397.38,0.067,14,2023,5,12,4
1601,ORD101601,P-ELE-011,Electronics,Laptop Stand,North,Delhi,SUP-030,20.0,WH-NO-01,209.0,14.0,77.0,345.0,10.62,2613.21,3.8,No,No,Autumn,Cloudy,2833.02,0.0,2.0,504.31,0.036,16,2022,6,29,2
1602,ORD101602,P-FUR-010,Furniture,Plastic Storage Rack,South,Kochi,SUP-026,4.0,WH-SO-04,115.0,6.0,38.0,144.0,,19408.6,13.5,Yes,No,Winter,Cloudy,19008.2,0.0,0.0,235.24,0.053,8,2023,2,25,5
1603,ORD101603,P-BEA-009,Beauty,Talcum Powder,North,Lucknow,SUP-006,4.0,WH-NO-05,645.0,36.0,155.0,853.0,27.94,548.06,16.1,No,No,Autumn,Sunny,569.82,0.0,2.0,445.9,0.183,32,2024,11,2,5
1604,ORD101604,P-GRO-004,Grocery,Masala Mix 200g,West,Mumbai,SUP-011,7.0,WH-WE-05,763.0,49.0,281.0,1102.0,38.27,335.31,37.7,No,No,Autumn,Cloudy,360.33,0.0,3.0,381.1,0.188,61,2021,9,21,1
1605,ORD101605,P-GRO-007,Grocery,Masala Mix 200g,North,Chandigarh,SUP-009,5.0,WH-NO-05,1020.0,53.0,422.0,1701.0,54.21,272.49,7.9,Yes,No,Winter,Sunny,270.51,0.0,7.0,576.07,0.078,78,2022,1,5,2
1606,ORD101606,P-SPO-009,Sports,Cricket Bat,West,Mumbai,SUP-026,10.0,WH-WE-04,267.0,8.0,79.0,306.0,11.03,1889.08,6.7,No,Yes,Spring,Sunny,1757.12,0.0,1.0,394.03,0.187,22,2023,3,8,2
1607,ORD101607,P-GRO-015,Grocery,Masala Mix 200g,North,Delhi,SUP-021,13.0,WH-NO-04,335.0,40.0,273.0,1204.0,39.33,85.68,,No,No,Autumn,Sunny,79.22,0.0,2.0,434.37,0.055,44,2021,6,4,4
1608,ORD101608,P-CLO-014,Clothing,Women's Kurti,North,Chandigarh,SUP-015,7.0,WH-NO-01,281.0,14.0,112.0,488.0,16.43,273.36,27.6,No,No,Winter,Stormy,264.11,0.0,0.0,339.28,0.032,18,2023,1,30,0
1609,ORD101609,P-CLO-012,Clothing,Kids Winter Jacket,North,Chandigarh,SUP-030,7.0,WH-NO-02,240.0,18.0,213.0,797.0,24.4,686.51,4.0,No,No,Summer,Stormy,698.98,0.0,0.0,334.04,0.092,22,2021,8,18,2
1610,ORD101610,P-GRO-013,Grocery,Sugar 1kg,West,Ahmedabad,SUP-032,7.0,WH-WE-04,413.0,77.0,276.0,1479.0,52.14,166.63,12.4,Yes,No,Summer,Cloudy,164.46,0.0,1.0,337.6,0.173,69,2024,6,16,6
1611,ORD101611,P-BEA-013,Beauty,Herbal Shampoo 200ml,South,Hyderabad,SUP-030,7.0,WH-SO-05,84.0,14.0,120.0,445.0,14.43,324.88,13.7,No,No,Winter,Cloudy,312.16,0.0,2.0,375.09,0.064,13,2024,2,5,0
1612,ORD101612,P-BEA-011,Beauty,Face Wash 100ml,East,,SUP-005,7.0,WH-EA-05,211.0,10.0,108.0,417.0,14.51,851.86,9.8,No,No,Spring,Sunny,898.07,,0.0,246.63,0.109,15,2021,3,13,5
1613,ORD101613,P-GRO-013,Grocery,Masala Mix 200g,North,Lucknow,SUP-025,9.0,WH-NO-04,840.0,65.0,301.0,1179.0,46.39,232.29,18.8,No,No,Spring,Sunny,223.72,0.0,1.0,279.07,0.097,49,2023,2,25,5
1614,ORD101614,P-BEA-002,Beauty,Talcum Powder,Central,Indore,SUP-009,11.0,WH-CE-01,228.0,21.0,150.0,582.0,19.89,378.14,16.0,No,No,Autumn,Stormy,360.06,0.0,1.0,456.32,0.046,19,2021,11,3,2
1615,ORD101615,P-GRO-001,Grocery,Sunflower Oil 1L,North,Lucknow,SUP-011,4.0,WH-NO-05,371.0,58.0,334.0,1433.0,44.95,270.9,11.1,No,No,Summer,Rainy,,0.0,1.0,259.91,0.032,51,2023,5,1,0
1616,ORD101616,P-ELE-007,Electronics,Smartwatch,South,Hyderabad,SUP-040,11.0,WH-SO-02,132.0,8.0,52.0,,8.76,9177.23,18.0,Yes,No,Spring,Cloudy,9581.44,,1.0,433.29,0.035,9,2023,3,7,1
1617,ORD101617,P-CLO-001,Clothing,Women's Kurti,West,Pune,SUP-017,10.0,WH-WE-01,246.0,28.0,192.0,667.0,23.7,1403.59,35.5,No,No,Autumn,Sunny,1266.04,0.0,0.0,369.95,0.068,32,2024,11,14,3
1618,ORD101618,P-SPO-006,Sports,Gym Dumbbells 5kg,South,Coimbatore,SUP-032,4.0,WH-SO-04,128.0,22.0,134.0,612.0,18.59,3661.26,9.8,No,No,Autumn,Rainy,3271.46,0.0,3.0,386.69,0.049,19,2021,9,17,4
1619,ORD101619,P-ELE-003,Electronics,LED TV 43in,South,Kochi,SUP-010,11.0,WH-SO-01,52.0,8.0,46.0,254.0,7.51,8463.01,8.6,No,No,Winter,Stormy,7713.03,,1.0,525.54,0.084,7,2023,1,8,6
1620,ORD101620,P-GRO-015,Grocery,Instant Noodles Pack,West,Surat,SUP-039,6.0,WH-WE-02,542.0,32.0,342.0,1079.0,,476.91,8.1,Yes,No,Autumn,Stormy,475.74,1.0,0.0,210.62,0.086,53,2024,11,11,0
1621,ORD101621,P-CLO-010,Clothing,Kids Winter Jacket,South,Chennai,SUP-012,9.0,WH-SO-04,207.0,19.0,128.0,511.0,16.81,2115.19,0.5,No,No,Autumn,Cloudy,2314.6,0.0,0.0,319.66,0.073,22,2021,6,20,6
1622,ORD101622,P-BEA-001,Beauty,Lipstick Set,North,Chandigarh,SUP-008,12.0,WH-NO-05,259.0,34.0,211.0,944.0,28.43,135.29,17.2,Yes,No,Winter,Sunny,150.96,0.0,0.0,377.92,0.046,53,2022,1,7,4
1623,ORD101623,P-ELE-010,Electronics,Laptop Stand,South,Hyderabad,SUP-013,11.0,WH-SO-05,66.0,4.0,57.0,237.0,6.98,9270.65,12.6,No,,Autumn,Stormy,9827.25,0.0,1.0,,0.079,8,2023,11,16,3
1624,ORD101624,P-GRO-011,Grocery,Toor Dal 1kg,North,Jaipur,SUP-007,7.0,WH-NO-01,629.0,84.0,342.0,1489.0,48.6,141.75,3.7,No,No,Summer,Cloudy,163.44,0.0,3.0,417.93,0.025,73,2021,6,7,0
1625,ORD101625,P-BEA-005,Beauty,Face Wash 100ml,Central,Indore,SUP-024,14.0,WH-CE-01,,27.0,142.0,600.0,18.0,1160.99,32.0,No,No,Autumn,Sunny,1179.72,0.0,1.0,404.42,0.093,20,2021,10,31,6
1626,ORD101626,P-GRO-014,Grocery,Tea Powder 500g,East,Kolkata,SUP-006,8.0,WH-EA-05,489.0,41.0,309.0,1335.0,39.38,,19.8,Yes,No,Autumn,Sunny,97.79,0.0,0.0,234.87,0.038,66,2024,10,30,2
1627,ORD101627,P-ELE-015,Electronics,Power Bank 10000mAh,East,Guwahati,SUP-009,10.0,WH-EA-02,50.0,8.0,40.0,199.0,6.28,12540.34,3.1,No,No,Summer,Cloudy,11967.29,0.0,1.0,370.92,0.145,8,2023,4,30,6
1628,ORD101628,P-ELE-015,Electronics,Bluetooth Speaker,North,Jaipur,SUP-029,,WH-NO-01,,10.0,70.0,300.0,10.28,6638.72,17.7,No,No,Spring,Rainy,5812.28,0.0,1.0,257.28,0.066,11,2021,3,23,1
1629,ORD101629,P-GRO-002,Grocery,Sunflower Oil 1L,West,Mumbai,SUP-002,8.0,WH-WE-03,1328.0,48.0,388.0,1854.0,59.58,373.28,16.0,No,No,Autumn,Rainy,364.06,,4.0,526.83,0.157,69,2024,6,2,6
1630,ORD101630,P-CLO-007,Clothing,Men's Cotton T-Shirt,West,Surat,SUP-018,7.0,WH-WE-04,417.0,37.0,244.0,806.0,28.8,1380.18,15.0,Yes,No,Winter,Rainy,1366.36,0.0,1.0,261.43,0.156,46,2023,2,4,5
1631,ORD101631,P-SPO-012,Sports,Yoga Mat,North,Delhi,SUP-028,10.0,WH-NO-05,315.0,10.0,76.0,,13.9,455.23,7.1,No,Yes,Autumn,Cloudy,549.37,0.0,0.0,362.96,0.111,20,2022,11,29,1
1632,ORD101632,P-FUR-007,Furniture,Dining Chair,West,Surat,SUP-018,,WH-WE-03,233.0,11.0,70.0,242.0,9.52,5213.4,,No,No,Winter,Stormy,5213.22,0.0,1.0,452.3,0.051,10,2024,12,20,4
1633,ORD101633,P-FUR-008,Furniture,Wooden Bookshelf,East,Guwahati,SUP-001,6.0,WH-EA-04,84.0,5.0,47.0,183.0,5.62,7262.14,4.8,No,No,Summer,,6670.82,0.0,1.0,403.12,0.015,5,2022,4,5,1
1634,ORD101634,P-SPO-005,Sports,Cycling Helmet,West,Mumbai,SUP-007,5.0,WH-WE-03,88.0,9.0,71.0,410.0,12.36,1809.63,2.2,No,No,Summer,Sunny,1949.28,0.0,1.0,331.92,0.026,11,2022,7,8,4
1635,ORD101635,P-GRO-007,Grocery,Wheat Flour 5kg,South,Coimbatore,SUP-039,7.0,WH-SO-05,483.0,45.0,306.0,1055.0,43.34,54.46,5.8,Yes,No,Summer,Sunny,51.15,0.0,1.0,335.71,0.131,52,2023,4,21,4
1636,ORD101636,P-GRO-011,Grocery,Toor Dal 1kg,North,Delhi,SUP-031,6.0,WH-NO-03,450.0,81.0,514.0,1774.0,62.06,561.98,18.4,No,No,Winter,Rainy,568.43,0.0,6.0,581.29,,52,2021,12,20,0
1637,ORD101637,P-SPO-001,Sports,Skipping Rope,West,Pune,SUP-015,5.0,WH-WE-04,45.0,13.0,80.0,342.0,12.13,3027.09,10.9,No,No,Autumn,Rainy,3239.54,0.0,1.0,417.05,0.048,11,2021,7,5,0
1638,ORD101638,P-GRO-012,Grocery,Tea Powder 500g,West,Surat,SUP-035,3.0,WH-WE-05,211.0,36.0,251.0,1108.0,35.14,190.81,,No,No,Autumn,Rainy,176.59,0.0,0.0,186.5,0.064,28,2021,7,21,2
1639,ORD101639,P-BEA-011,Beauty,Face Wash 100ml,South,Chennai,SUP-001,14.0,WH-SO-05,439.0,11.0,167.0,737.0,24.6,1136.74,13.6,No,No,Summer,Rainy,1274.74,1.0,1.0,365.95,0.242,19,2022,3,26,5
1640,ORD101640,P-BEA-003,Beauty,Face Wash 100ml,North,Kanpur,SUP-002,4.0,WH-NO-03,360.0,16.0,103.0,546.0,17.09,335.91,5.0,Yes,No,Summer,Cloudy,366.19,0.0,0.0,196.97,0.084,19,2021,4,27,1
1641,ORD101641,P-ELE-012,Electronics,Smartphone Charger,West,Nagpur,SUP-036,13.0,WH-WE-03,185.0,6.0,72.0,327.0,10.87,6999.69,16.2,Yes,No,Winter,,7197.52,0.0,2.0,444.85,0.094,11,2023,1,7,5
1642,ORD101642,P-CLO-008,Clothing,Track Pants,North,Kanpur,SUP-027,,WH-NO-03,269.0,27.0,165.0,804.0,26.09,872.05,9.7,Yes,No,Winter,Sunny,994.25,0.0,1.0,360.46,0.04,37,2024,12,22,6
