Order_ID,Order_Date,Product_ID,Product_Category,Product_Name,Region,City,Supplier_ID,Supplier_Lead_Time_Days,Warehouse_ID,Current_Inventory,Previous_Day_Sales,Previous_7_Days_Sales,Previous_30_Days_Sales,Average_Daily_Sales,Unit_Price,Discount_Percentage,Promotion,Holiday,Season,Weather,Competitor_Price,Stockout_Days,Delivery_Delay_Days,Transportation_Cost,Customer_Return_Rate,Demand_Quantity
ORD101135,2022-01-16,P-GRO-008,Grocery,Instant Noodles Pack,South,Kochi,SUP-021,8.0,WH-SO-03,224.0,65.0,478.0,1955.0,70.61,361.64,18.6,No,No,Winter,Sunny,308.83,0.0,0.0,312.89,0.039,53
ORD101136,2022-06-09,P-CLO-011,Clothing,Women's Kurti,Central,Jabalpur,SUP-035,3.0,WH-CE-04,111.0,15.0,128.0,515.0,14.92,288.78,0.5,No,No,Summer,Cloudy,280.46,0.0,1.0,226.21,0.085,13
ORD101137,2021-03-01,P-CLO-006,Clothing,Men's Cotton T-Shirt,North,Lucknow,SUP-038,7.0,WH-NO-04,596.0,30.0,169.0,786.0,25.69,1542.99,3.5,No,No,Summer,Sunny,1479.67,0.0,1.0,331.78,0.102,32
ORD101138,2022-01-19,P-ELE-006,Electronics,Smartphone Charger,North,Lucknow,SUP-019,13.0,WH-NO-02,182.0,15.0,97.0,493.0,14.97,9965.52,13.6,Yes,No,Winter,Rainy,7862.77,0.0,1.0,488.47,0.292,15
ORD101139,2023-07-10,P-FUR-001,Furniture,Sofa Cushion Set,South,Kochi,SUP-011,26.0,WH-SO-05,50.0,7.0,46.0,290.0,8.86,15016.56,8.3,No,No,Autumn,Sunny,15231.89,0.0,2.0,790.28,0.085,6
ORD101140,2024-12-28,P-GRO-011,Grocery,Basmati Rice 5kg,North,Chandigarh,SUP-036,13.0,WH-NO-02,827.0,33.0,267.0,1394.0,,81.98,,Yes,No,Winter,Cloudy,86.03,0.0,5.0,638.8,0.088,55
ORD101141,2024-02-14,P-BEA-004,Beauty,Hair Oil 250ml,North,Chandigarh,SUP-029,7.0,WH-NO-03,642.0,25.0,223.0,928.0,27.21,931.5,18.1,No,No,Spring,Rainy,917.09,,3.0,349.74,0.008,36
ORD101142,2022-03-24,P-BEA-013,Beauty,Talcum Powder,North,Chandigarh,SUP-027,14.0,WH-NO-05,503.0,32.0,125.0,738.0,25.72,796.11,12.2,No,No,Spring,Cloudy,698.77,0.0,3.0,523.34,0.016,25
ORD101143,2024-10-07,P-BEA-015,Beauty,Herbal Shampoo 200ml,East,Bhubaneswar,SUP-039,13.0,WH-EA-01,563.0,16.0,289.0,1025.0,33.24,474.04,12.0,No,No,Autumn,Rainy,522.02,0.0,2.0,519.25,0.057,37
ORD101144,2022-10-05,P-GRO-014,Grocery,Sugar 1kg,East,Guwahati,SUP-010,8.0,WH-EA-03,526.0,27.0,212.0,1022.0,31.45,240.67,10.7,No,No,Autumn,Sunny,277.2,1.0,1.0,174.8,0.132,38
ORD101145,2022-06-03,P-GRO-005,Grocery,Tea Powder 500g,East,Bhubaneswar,SUP-015,5.0,WH-EA-03,435.0,13.0,222.0,955.0,30.12,153.72,0.8,Yes,No,Summer,Sunny,158.64,,1.0,333.66,0.04,33
ORD101146,2024-05-22,P-BEA-010,Beauty,Talcum Powder,West,Pune,SUP-002,14.0,WH-WE-04,277.0,29.0,183.0,638.0,22.53,1044.77,3.7,No,No,Summer,Cloudy,1015.17,0.0,0.0,420.22,0.083,23
ORD101147,2022-08-07,P-BEA-012,Beauty,Herbal Shampoo 200ml,South,,SUP-016,7.0,WH-SO-04,425.0,23.0,298.0,1223.0,46.76,378.4,5.3,No,No,Summer,Rainy,368.07,0.0,0.0,432.83,0.129,33
ORD101148,2023-12-16,P-CLO-008,Clothing,Women's Kurti,Central,Gwalior,SUP-018,4.0,WH-CE-04,390.0,13.0,197.0,711.0,25.82,2490.71,18.6,No,No,Winter,Cloudy,2577.06,0.0,2.0,339.91,0.029,26
ORD101149,2021-08-27,P-SPO-008,Sports,Cricket Bat,West,Nagpur,SUP-019,,WH-WE-02,53.0,16.0,77.0,420.0,13.05,3877.23,4.4,No,No,Autumn,Sunny,3905.15,1.0,2.0,548.95,0.085,13
ORD101150,2022-05-01,P-ELE-007,Electronics,Laptop Stand,West,Ahmedabad,SUP-007,4.0,WH-WE-03,32.0,6.0,45.0,226.0,7.15,12820.53,6.5,No,No,Summer,Sunny,13267.23,1.0,0.0,244.72,0.142,5
ORD101151,2024-12-09,P-SPO-005,Sports,Skipping Rope,West,Surat,SUP-033,6.0,WH-WE-01,245.0,7.0,113.0,444.0,15.1,3324.44,6.4,,No,Winter,Rainy,3444.11,0.0,1.0,370.03,0.049,13
ORD101152,2021-12-23,P-ELE-009,Electronics,Wireless Earbuds,South,Hyderabad,SUP-020,19.0,WH-SO-05,107.0,12.0,77.0,302.0,10.3,2506.4,2.0,,No,Winter,Cloudy,2358.39,0.0,2.0,585.13,0.031,12
ORD101153,2024-05-26,P-ELE-015,Electronics,Bluetooth Speaker,South,Coimbatore,SUP-018,6.0,WH-SO-02,203.0,10.0,73.0,286.0,9.85,10405.29,8.3,Yes,No,Summer,Sunny,9720.32,0.0,1.0,432.22,0.028,13
ORD101154,2022-11-13,P-CLO-004,Clothing,Cotton Saree,South,Chennai,SUP-035,5.0,WH-SO-03,360.0,29.0,158.0,,18.53,1084.96,23.2,No,Yes,Autumn,Cloudy,1060.62,0.0,2.0,439.1,0.081,37
ORD101155,2024-10-31,P-ELE-001,Electronics,Power Bank 10000mAh,North,Chandigarh,SUP-020,3.0,WH-NO-04,173.0,5.0,53.0,252.0,7.68,6623.76,2.8,No,No,Autumn,Sunny,6871.5,0.0,0.0,217.89,0.063,5
ORD101156,2022-08-31,P-ELE-001,Electronics,Home Router,South,Bengaluru,SUP-036,7.0,WH-SO-04,181.0,9.0,114.0,350.0,13.12,10369.73,8.9,Yes,,Autumn,Sunny,9076.08,0.0,2.0,292.71,0.05,12
ORD101157,2022-12-25,P-ELE-009,Electronics,Laptop Stand,North,Lucknow,SUP-009,10.0,WH-NO-01,301.0,11.0,99.0,427.0,14.07,13225.54,6.7,No,Yes,Winter,Rainy,12983.61,0.0,1.0,442.66,0.026,19
ORD101158,2022-07-31,P-CLO-005,Clothing,Woolen Sweater,North,,SUP-035,7.0,WH-NO-04,294.0,22.0,127.0,563.0,16.66,1370.16,17.6,Yes,No,Summer,Cloudy,1366.22,0.0,1.0,448.05,0.036,27
ORD101159,2021-11-03,P-BEA-007,Beauty,Talcum Powder,Central,Bhopal,SUP-040,13.0,WH-CE-02,613.0,11.0,204.0,783.0,26.2,1140.51,16.4,No,No,Autumn,Sunny,1096.1,0.0,1.0,343.27,0.081,28
ORD101160,2024-05-17,P-ELE-015,Electronics,Home Router,West,Pune,SUP-031,4.0,WH-WE-03,161.0,11.0,80.0,428.0,12.33,10070.29,16.2,Yes,No,Summer,Rainy,11200.35,0.0,0.0,365.81,0.067,18
ORD101161,2023-04-18,P-FUR-002,Furniture,Plastic Storage Rack,East,Guwahati,SUP-036,6.0,WH-EA-01,153.0,9.0,59.0,221.0,8.24,8455.8,20.1,Yes,No,Summer,Stormy,9289.23,1.0,1.0,279.96,0.042,10
ORD101162,2023-01-08,P-BEA-003,Beauty,Lipstick Set,South,Kochi,SUP-030,10.0,WH-SO-04,279.0,44.0,180.0,857.0,32.96,386.52,18.5,Yes,Yes,Winter,Rainy,399.37,0.0,0.0,432.69,0.128,43
ORD101163,2022-06-28,P-ELE-004,Electronics,Bluetooth Speaker,East,Bhubaneswar,SUP-025,10.0,WH-EA-03,137.0,5.0,48.0,154.0,6.69,3069.55,14.0,No,No,Autumn,Cloudy,3504.3,0.0,,387.81,0.03,10
ORD101164,2024-02-03,P-ELE-007,Electronics,Home Router,West,Ahmedabad,SUP-031,6.0,WH-WE-01,173.0,10.0,63.0,286.0,8.86,6709.1,13.0,Yes,No,Spring,Stormy,7180.53,0.0,0.0,366.45,0.076,12
ORD101165,2022-05-24,P-SPO-011,Sports,Yoga Mat,East,Bhubaneswar,SUP-039,4.0,WH-EA-01,241.0,11.0,108.0,344.0,14.29,4576.55,11.1,No,No,Summer,Sunny,4625.65,,1.0,325.56,0.092,15
ORD101166,2021-12-14,P-BEA-003,Beauty,Body Lotion 400ml,East,Guwahati,SUP-025,13.0,WH-EA-04,102.0,10.0,114.0,579.0,16.64,1002.09,29.2,Yes,No,Winter,Rainy,963.86,0.0,1.0,500.15,0.095,14
ORD101167,2021-05-01,P-CLO-002,Clothing,Cotton Saree,South,Hyderabad,SUP-028,5.0,WH-SO-01,270.0,20.0,185.0,733.0,20.81,381.03,21.6,Yes,No,Summer,Sunny,368.98,0.0,0.0,255.04,0.179,21
ORD101168,2024-06-29,P-BEA-002,Beauty,Face Wash 100ml,South,Bengaluru,SUP-004,6.0,WH-SO-03,661.0,24.0,140.0,828.0,26.88,1105.63,3.4,Yes,No,Autumn,Sunny,1139.29,0.0,0.0,208.5,0.087,30
ORD101169,2021-04-17,P-ELE-013,Electronics,Bluetooth Speaker,West,Ahmedabad,SUP-039,11.0,WH-WE-04,333.0,15.0,78.0,,13.47,8602.17,7.7,Yes,No,Summer,Sunny,8346.31,0.0,,470.77,0.088,14
ORD101170,2024-05-19,P-GRO-001,Grocery,Sunflower Oil 1L,Central,Indore,SUP-032,5.0,WH-CE-05,656.0,43.0,164.0,667.0,27.31,341.1,0.5,No,No,Summer,Sunny,299.71,0.0,0.0,342.48,0.03,26
ORD101171,2022-07-08,P-BEA-010,Beauty,Hair Oil 250ml,South,Coimbatore,SUP-007,10.0,WH-SO-01,621.0,29.0,179.0,801.0,25.66,349.16,11.2,No,No,Autumn,Rainy,338.53,0.0,1.0,366.83,0.158,33
ORD101172,2021-01-04,P-GRO-009,Grocery,Toor Dal 1kg,South,Bengaluru,SUP-012,19.0,WH-SO-02,918.0,50.0,312.0,1511.0,50.46,591.66,16.8,Yes,No,Winter,Rainy,640.3,0.0,0.0,511.13,0.118,76
ORD101173,2024-09-15,P-BEA-002,Beauty,Moisturizer Cream,South,Coimbatore,SUP-010,5.0,WH-SO-01,394.0,26.0,132.0,701.0,22.83,352.37,4.7,No,No,Autumn,Sunny,279.81,1.0,0.0,241.85,0.11,19
ORD101174,2023-12-19,P-CLO-009,Clothing,Men's Cotton T-Shirt,South,Bengaluru,SUP-013,9.0,WH-SO-05,422.0,14.0,121.0,590.0,18.66,1534.95,9.8,No,No,Winter,Rainy,1707.24,0.0,0.0,250.62,0.066,32
ORD101175,2023-11-23,P-BEA-005,Beauty,Herbal Shampoo 200ml,Central,Jabalpur,SUP-036,14.0,WH-CE-03,426.0,40.0,179.0,878.0,32.85,186.46,21.8,No,No,Autumn,Rainy,195.02,0.0,0.0,432.53,0.15,38
ORD101176,2023-03-12,P-CLO-008,Clothing,Track Pants,West,Surat,SUP-019,6.0,WH-WE-05,253.0,20.0,184.0,,24.99,722.66,31.0,No,No,Summer,Sunny,709.11,0.0,0.0,328.9,0.036,26
ORD101177,2024-01-17,P-GRO-003,Grocery,Instant Noodles Pack,South,Bengaluru,SUP-017,4.0,WH-SO-01,,65.0,439.0,1827.0,60.0,238.79,12.1,Yes,No,Winter,Cloudy,244.29,0.0,2.0,,0.057,80
ORD101178,2021-07-14,P-GRO-011,Grocery,Wheat Flour 5kg,South,Kochi,SUP-032,8.0,WH-SO-04,269.0,47.0,288.0,1871.0,50.78,453.69,1.4,Yes,No,Autumn,Sunny,488.57,0.0,0.0,398.55,0.064,60
ORD101179,2021-12-09,P-GRO-012,Grocery,Instant Noodles Pack,South,Hyderabad,SUP-015,11.0,WH-SO-01,504.0,39.0,340.0,1391.0,43.0,507.08,2.1,Yes,No,Winter,Sunny,508.43,0.0,2.0,397.32,0.045,63
ORD101180,2023-03-06,P-BEA-001,Beauty,Sunscreen Lotion,North,Jaipur,SUP-036,6.0,WH-NO-01,454.0,31.0,117.0,635.0,20.85,475.47,9.9,No,No,Summer,,511.55,0.0,1.0,403.57,0.077,24
ORD101181,2023-12-10,P-ELE-008,Electronics,LED TV 43in,East,Kolkata,SUP-031,9.0,WH-EA-03,149.0,5.0,46.0,,7.19,2601.65,9.2,No,No,Winter,Rainy,2778.73,0.0,2.0,348.38,0.044,9
ORD101182,2023-05-10,P-ELE-010,Electronics,Bluetooth Speaker,West,,SUP-011,10.0,WH-WE-02,94.0,9.0,58.0,272.0,8.04,9939.28,14.8,Yes,No,Summer,Sunny,10078.56,0.0,0.0,378.67,0.131,8
ORD101183,2022-08-17,P-ELE-001,Electronics,Laptop Stand,West,Nagpur,SUP-026,7.0,WH-WE-02,95.0,7.0,57.0,282.0,,10928.04,11.0,,No,Summer,Sunny,9957.01,0.0,1.0,351.7,0.06,9
ORD101184,2023-09-09,P-ELE-011,Electronics,Home Router,North,Chandigarh,SUP-020,2.0,WH-NO-01,88.0,10.0,41.0,194.0,7.6,11627.72,15.0,No,No,Autumn,Cloudy,11536.79,0.0,2.0,369.79,0.092,7
ORD101185,2021-03-28,P-BEA-009,Beauty,Lipstick Set,West,Surat,SUP-014,4.0,WH-WE-03,804.0,24.0,301.0,987.0,40.36,650.28,14.9,Yes,Yes,,Cloudy,544.09,0.0,2.0,365.07,0.183,49
ORD101186,2023-01-13,P-GRO-005,Grocery,Wheat Flour 5kg,West,Nagpur,SUP-037,11.0,WH-WE-02,339.0,32.0,253.0,1099.0,36.41,506.6,13.7,No,No,Winter,Rainy,524.66,0.0,0.0,391.37,0.033,29
ORD101187,2022-07-31,P-SPO-008,Sports,Skipping Rope,South,Hyderabad,SUP-016,7.0,WH-SO-05,262.0,14.0,176.0,578.0,19.63,4110.69,12.2,No,No,Summer,Cloudy,3972.67,0.0,0.0,304.03,0.189,19
ORD101188,2022-12-29,P-ELE-011,Electronics,Smartwatch,East,Patna,SUP-005,4.0,WH-EA-04,83.0,15.0,76.0,343.0,10.0,2502.61,15.1,No,No,Winter,Rainy,2379.43,0.0,1.0,333.93,0.063,13
ORD101189,2021-07-11,P-FUR-010,Furniture,Plastic Storage Rack,East,Ranchi,SUP-017,7.0,WH-EA-03,118.0,8.0,50.0,156.0,5.86,13546.23,7.7,No,No,Autumn,Cloudy,14256.6,0.0,0.0,230.54,0.078,9
ORD101190,2024-08-12,P-CLO-012,Clothing,Formal Shirt,West,Mumbai,SUP-021,5.0,WH-WE-04,558.0,18.0,139.0,627.0,23.07,284.78,40.6,No,No,Summer,Sunny,255.84,0.0,3.0,253.85,0.04,24
ORD101191,2024-06-01,P-GRO-001,Grocery,Tea Powder 500g,North,Chandigarh,SUP-006,10.0,WH-NO-03,218.0,29.0,240.0,1140.0,44.86,132.24,7.7,No,No,Autumn,Cloudy,133.43,0.0,1.0,509.45,0.086,23
ORD101192,2024-10-09,P-SPO-012,Sports,Football,North,Kanpur,SUP-030,9.0,WH-NO-03,155.0,11.0,105.0,337.0,12.47,1462.34,17.5,No,,Autumn,Sunny,1422.59,0.0,2.0,315.06,0.265,16
ORD101193,2024-05-12,P-SPO-001,Sports,Cricket Bat,East,Patna,SUP-010,6.0,WH-EA-05,159.0,11.0,68.0,280.0,9.18,1344.83,16.7,No,No,Summer,Cloudy,1325.42,2.0,1.0,438.1,0.114,6
ORD101194,2023-08-29,P-SPO-010,Sports,Running Shoes,North,Lucknow,SUP-004,4.0,WH-NO-03,123.0,13.0,111.0,315.0,12.4,4585.9,22.4,No,No,Autumn,,4690.2,1.0,1.0,257.14,,18
ORD101195,2022-02-24,P-ELE-006,Electronics,Smartphone Charger,South,Hyderabad,SUP-022,6.0,WH-SO-03,52.0,6.0,,290.0,7.29,10813.04,27.1,No,No,Winter,Sunny,12390.39,0.0,0.0,380.37,,8
ORD101196,2021-06-16,P-GRO-001,Grocery,Tea Powder 500g,West,Mumbai,SUP-007,9.0,WH-WE-03,220.0,66.0,403.0,1114.0,49.65,180.59,22.3,No,No,Autumn,Rainy,186.35,0.0,1.0,460.12,0.051,36
ORD101197,2023-06-14,P-FUR-011,Furniture,Dining Chair,North,Delhi,SUP-032,4.0,WH-NO-04,64.0,5.0,32.0,122.0,4.29,9264.95,12.7,Yes,No,Summer,Rainy,10271.7,0.0,1.0,293.2,0.147,5
ORD101198,2024-10-14,P-GRO-009,Grocery,Sunflower Oil 1L,South,Chennai,SUP-003,,WH-SO-04,517.0,37.0,304.0,1530.0,49.85,172.8,13.3,No,No,Autumn,Cloudy,192.09,0.0,0.0,298.72,0.048,42
ORD101199,2022-06-16,P-BEA-010,Beauty,Lipstick Set,Central,Jabalpur,SUP-017,4.0,WH-CE-03,84.0,9.0,138.0,788.0,23.27,194.55,11.8,No,No,Summer,Rainy,206.53,0.0,4.0,379.47,0.072,15
ORD101200,2024-12-21,P-CLO-006,Clothing,Woolen Sweater,East,Patna,SUP-003,8.0,WH-EA-01,298.0,32.0,97.0,536.0,19.88,1788.65,24.0,No,No,Winter,Stormy,1524.8,0.0,2.0,402.68,0.006,21
ORD101201,2021-08-14,P-CLO-005,Clothing,Men's Cotton T-Shirt,East,Guwahati,SUP-016,12.0,WH-EA-04,261.0,14.0,97.0,367.0,14.99,582.42,12.6,No,No,Summer,Sunny,571.25,0.0,2.0,480.43,0.131,17
ORD101202,2022-02-18,P-BEA-010,Beauty,Body Lotion 400ml,East,Bhubaneswar,SUP-038,6.0,WH-EA-03,448.0,5.0,129.0,496.0,18.43,260.96,20.4,No,No,Winter,Cloudy,238.19,0.0,0.0,419.12,0.082,15
ORD101203,2023-08-07,P-FUR-004,Furniture,Office Chair,North,Jaipur,SUP-027,10.0,WH-NO-05,54.0,5.0,32.0,163.0,4.6,9451.83,19.5,No,No,Summer,Sunny,11617.17,0.0,0.0,241.75,0.111,6
ORD101204,2022-12-21,P-ELE-013,Electronics,Home Router,North,Lucknow,SUP-022,13.0,WH-NO-05,83.0,4.0,54.0,183.0,7.67,5999.81,15.0,No,No,Winter,Rainy,5518.01,0.0,,,0.269,6
ORD101205,2024-01-16,P-ELE-011,Electronics,Bluetooth Speaker,West,Nagpur,SUP-007,5.0,WH-WE-01,74.0,15.0,50.0,350.0,10.55,3799.44,6.3,No,No,Winter,Sunny,3344.34,0.0,3.0,440.18,0.037,9
ORD101206,2022-05-19,P-FUR-015,Furniture,Study Table,South,Chennai,SUP-013,8.0,WH-SO-05,105.0,8.0,41.0,173.0,5.62,16091.53,20.8,No,No,Summer,Rainy,12525.17,0.0,24.0,322.38,,4
ORD101207,2024-02-06,P-CLO-001,Clothing,Cotton Saree,South,Coimbatore,SUP-016,8.0,WH-SO-05,101.0,30.0,274.0,995.0,31.89,477.59,3.4,No,No,Spring,Sunny,438.0,0.0,5.0,590.56,0.075,25
ORD101208,2022-03-16,P-GRO-009,Grocery,Sunflower Oil 1L,North,Kanpur,SUP-024,3.0,WH-NO-05,1376.0,39.0,360.0,1965.0,58.48,,10.7,No,No,Spring,Cloudy,215.6,0.0,3.0,442.19,0.031,56
ORD101209,2021-08-07,P-GRO-009,Grocery,Wheat Flour 5kg,West,Ahmedabad,SUP-009,12.0,WH-WE-03,550.0,74.0,356.0,1801.0,64.86,75.74,19.6,No,No,Autumn,Rainy,82.33,0.0,1.0,471.46,0.089,72
ORD101210,2023-04-11,P-BEA-013,Beauty,Sunscreen Lotion,North,Jaipur,SUP-040,16.0,WH-NO-02,138.0,31.0,123.0,760.0,23.08,564.37,7.1,No,No,Summer,Sunny,516.05,0.0,1.0,1535.97,0.078,20
ORD101211,2023-01-19,P-BEA-007,Beauty,Hair Oil 250ml,West,Mumbai,SUP-027,7.0,WH-WE-04,307.0,20.0,129.0,623.0,20.43,298.15,24.4,No,No,Winter,Rainy,326.09,0.0,2.0,,0.069,24
ORD101212,2023-04-09,P-CLO-015,Clothing,Formal Shirt,South,Hyderabad,SUP-013,10.0,WH-SO-05,354.0,19.0,144.0,567.0,21.77,763.39,41.1,Yes,No,Summer,Sunny,759.5,0.0,0.0,342.06,0.014,31
ORD101213,2021-02-04,P-GRO-004,Grocery,Instant Noodles Pack,East,Patna,SUP-005,8.0,WH-EA-03,576.0,26.0,245.0,1012.0,34.05,346.66,4.9,No,No,Winter,Cloudy,333.2,0.0,0.0,297.58,0.131,37
ORD101214,2022-08-24,P-GRO-013,Grocery,Toor Dal 1kg,South,Kochi,SUP-024,5.0,WH-SO-05,341.0,38.0,334.0,1277.0,42.76,457.51,4.4,No,No,Autumn,Cloudy,463.84,0.0,24.0,364.03,0.177,45
ORD101215,2021-05-12,P-CLO-008,Clothing,Denim Jeans,North,Kanpur,SUP-018,10.0,WH-NO-02,471.0,21.0,132.0,501.0,22.11,559.46,8.8,No,No,Summer,Sunny,622.91,0.0,0.0,321.19,0.114,26
ORD101216,2024-03-21,P-GRO-015,Grocery,Wheat Flour 5kg,East,Guwahati,SUP-027,5.0,WH-EA-05,177.0,,242.0,1016.0,37.56,193.45,11.9,Yes,No,Spring,Cloudy,194.24,0.0,3.0,451.78,0.143,45
ORD101217,2021-04-29,P-CLO-004,Clothing,Track Pants,West,Nagpur,SUP-024,9.0,WH-WE-01,349.0,10.0,,438.0,13.93,1651.44,5.9,No,No,Summer,Cloudy,1505.02,0.0,0.0,390.84,,9
ORD101218,2024-09-23,P-FUR-004,Furniture,Sofa Cushion Set,North,Kanpur,SUP-026,16.0,WH-NO-05,117.0,12.0,61.0,243.0,,16134.93,23.8,No,No,Autumn,Cloudy,16682.41,0.0,8.0,827.23,0.019,6
ORD101219,2021-03-25,P-ELE-009,Electronics,Smartphone Charger,South,Coimbatore,SUP-034,34.0,WH-SO-05,116.0,14.0,97.0,486.0,14.67,8245.71,11.6,No,Yes,Summer,Cloudy,8514.94,,6.0,906.27,0.07,14
ORD101220,2023-06-12,P-ELE-009,Electronics,Power Bank 10000mAh,South,Hyderabad,SUP-022,6.0,WH-SO-04,127.0,7.0,57.0,284.0,8.39,,,No,No,Autumn,Sunny,8796.64,0.0,1.0,366.28,0.049,11
ORD101221,2022-05-03,P-GRO-003,Grocery,Toor Dal 1kg,North,Lucknow,SUP-029,12.0,WH-NO-04,562.0,51.0,403.0,1317.0,48.2,401.91,8.2,No,No,Summer,Sunny,434.76,0.0,,403.49,0.261,60
ORD101222,2021-06-11,P-SPO-010,Sports,Yoga Mat,East,Ranchi,SUP-015,11.0,WH-EA-03,54.0,11.0,76.0,296.0,10.65,3108.01,8.2,No,No,Summer,Sunny,2538.84,0.0,1.0,533.16,0.018,7
ORD101223,2022-06-07,P-FUR-007,Furniture,Study Table,North,Delhi,SUP-038,14.0,WH-NO-05,41.0,5.0,49.0,141.0,5.56,,8.3,No,No,,Rainy,9162.77,0.0,1.0,372.05,0.051,6
ORD101224,2021-02-28,P-ELE-003,Electronics,Home Router,East,Kolkata,SUP-017,10.0,WH-EA-01,124.0,5.0,54.0,219.0,6.94,7286.05,8.4,No,No,Spring,Sunny,7743.23,0.0,1.0,399.67,0.02,8
ORD101225,2023-10-17,P-SPO-008,Sports,Cricket Bat,North,Kanpur,SUP-028,12.0,WH-NO-02,,12.0,76.0,328.0,11.57,2413.2,31.7,No,No,Autumn,Sunny,2133.5,0.0,2.0,455.91,0.163,12
ORD101226,2024-06-26,P-CLO-011,Clothing,Woolen Sweater,East,Kolkata,SUP-040,9.0,WH-EA-01,172.0,14.0,76.0,436.0,13.02,850.9,10.0,No,No,Autumn,Sunny,749.93,0.0,1.0,377.88,0.085,12
ORD101227,2022-04-27,P-CLO-001,Clothing,Men's Cotton T-Shirt,South,Bengaluru,SUP-014,4.0,WH-SO-02,617.0,45.0,281.0,1364.0,41.18,1759.73,10.4,No,No,Summer,Rainy,1900.24,0.0,,184.09,0.096,58
ORD101228,2022-10-04,P-SPO-014,Sports,Gym Dumbbells 5kg,South,Hyderabad,SUP-005,6.0,WH-SO-03,217.0,18.0,137.0,535.0,16.99,3590.66,20.8,Yes,No,Autumn,Cloudy,3928.03,0.0,0.0,245.6,0.141,24
ORD101229,2021-07-25,P-ELE-010,Electronics,Wireless Earbuds,South,Hyderabad,SUP-010,18.0,WH-SO-02,,11.0,55.0,287.0,10.02,12740.0,13.7,No,No,Autumn,Sunny,14125.88,0.0,2.0,467.58,0.053,12
ORD101230,2022-12-06,P-GRO-004,Grocery,Toor Dal 1kg,Central,Bhopal,SUP-010,9.0,WH-CE-03,680.0,36.0,342.0,1791.0,53.82,350.07,2.3,No,No,Winter,Rainy,330.66,0.0,0.0,250.24,0.059,56
ORD101231,2024-10-15,P-CLO-012,Clothing,Track Pants,East,Patna,SUP-003,11.0,WH-EA-02,161.0,21.0,72.0,351.0,11.7,1478.44,1.1,Yes,No,Autumn,Rainy,1502.22,0.0,1.0,385.27,0.089,18
ORD101232,2023-02-26,P-ELE-013,Electronics,Smartwatch,West,Pune,SUP-022,3.0,WH-WE-02,195.0,11.0,65.0,306.0,,3012.32,8.5,Yes,No,Winter,Rainy,3092.63,0.0,0.0,385.53,0.038,10
ORD101233,2024-07-03,P-FUR-015,Furniture,Foldable Bed,North,Lucknow,SUP-012,10.0,WH-NO-03,19.0,6.0,37.0,120.0,4.95,18837.29,16.1,No,No,Autumn,Cloudy,16264.56,0.0,0.0,403.23,0.051,5
ORD101234,2024-02-14,P-GRO-012,Grocery,Basmati Rice 5kg,South,Bengaluru,SUP-004,14.0,WH-SO-02,282.0,40.0,245.0,1060.0,34.03,104.54,2.9,No,No,Spring,Sunny,105.86,1.0,2.0,451.71,0.13,32
ORD101235,2021-07-01,P-ELE-004,Electronics,Home Router,North,Jaipur,SUP-006,9.0,WH-NO-05,,9.0,64.0,268.0,,6581.58,4.4,Yes,No,Summer,Sunny,6654.61,0.0,0.0,326.7,0.07,16
ORD101236,2021-03-19,P-GRO-003,Grocery,Toor Dal 1kg,South,Hyderabad,SUP-011,2.0,WH-SO-05,263.0,24.0,191.0,1023.0,34.51,181.88,1.8,No,No,Spring,Sunny,192.72,0.0,0.0,161.05,0.06,26
ORD101237,2022-06-15,P-CLO-004,Clothing,Kids Winter Jacket,West,Nagpur,SUP-015,5.0,WH-WE-05,189.0,14.0,113.0,412.0,14.59,1045.67,12.6,Yes,No,Autumn,Cloudy,997.86,0.0,2.0,196.42,0.025,21
ORD101238,2024-10-05,P-ELE-014,Electronics,Home Router,West,Mumbai,SUP-039,7.0,WH-WE-01,117.0,6.0,63.0,199.0,7.85,,22.1,No,No,Autumn,Sunny,,0.0,2.0,388.25,0.097,10
ORD101239,2021-09-03,P-ELE-005,Electronics,Laptop Stand,East,Guwahati,SUP-029,11.0,WH-EA-03,36.0,3.0,42.0,188.0,6.29,,22.3,No,No,Autumn,Cloudy,1502.56,0.0,3.0,472.53,0.017,6
ORD101240,2021-03-06,P-SPO-005,Sports,Running Shoes,East,Ranchi,SUP-029,4.0,WH-EA-04,97.0,17.0,61.0,238.0,10.15,1624.07,12.4,No,,Summer,Cloudy,1846.21,0.0,0.0,249.62,0.055,10
ORD101241,2024-11-02,P-GRO-014,Grocery,Sunflower Oil 1L,North,Chandigarh,SUP-028,4.0,WH-NO-02,513.0,40.0,250.0,933.0,31.85,182.82,15.5,No,No,Autumn,Cloudy,193.74,0.0,2.0,314.42,0.017,65
ORD101242,2021-10-17,P-GRO-004,Grocery,Toor Dal 1kg,North,Jaipur,SUP-033,14.0,WH-NO-02,767.0,40.0,325.0,1094.0,38.67,318.77,8.7,No,No,Autumn,Sunny,325.85,2.0,1.0,421.06,0.066,56
ORD101243,2022-06-05,P-ELE-007,Electronics,Smartwatch,West,Ahmedabad,SUP-013,2.0,WH-WE-04,122.0,10.0,72.0,331.0,9.76,5614.71,18.0,No,No,Autumn,Rainy,5083.83,0.0,2.0,340.58,0.038,9
